r,phi,E_mag
6.1644,0.009198,0.002141
6.1644,0.009107,0.002042
6.1644,0.009111,0.002041
6.1644,0.009191,0.002143
6.1644,0.009191,0.002143
6.1644,0.009191,0.002143
6.1644,0.009192,0.002142
6.1644,0.009111,0.002041
6.1644,0.009102,0.002043
6.1644,0.009198,0.002141
6.1644,0.009106,0.002042
6.1644,0.009199,0.002141
6.1644,0.009104,0.002043
6.1644,0.009102,0.002043
6.1644,0.009105,0.002043
6.1644,0.009104,0.002043
6.1644,0.009199,0.002141
6.1644,0.009192,0.002142
6.1644,0.009104,0.002043
6.1644,0.009106,0.002042
6.1644,0.009105,0.002043
6.1644,0.009198,0.002141
6.1644,0.009106,0.002042
6.1644,0.009106,0.002042
6.1644,0.009191,0.002143
6.1644,0.009107,0.002042
6.1644,0.009110,0.002042
6.1644,0.009104,0.002043
6.1644,0.009109,0.002042
6.1644,0.009110,0.002042
6.1644,0.009111,0.002041
6.1644,0.009105,0.002043
6.1644,0.009110,0.002042
6.1644,0.009107,0.002042
6.1644,0.009110,0.002042
6.1644,0.009191,0.002143
6.1644,0.009191,0.002143
6.1644,0.009106,0.002042
6.1644,0.009199,0.002141
6.1644,0.009198,0.002141
6.1644,0.009191,0.002143
6.1644,0.009107,0.002042
6.1644,0.009102,0.002043
6.1644,0.009110,0.002042
6.1644,0.009197,0.002141
6.1644,0.009198,0.002141
6.1644,0.009197,0.002141
6.1644,0.009105,0.002043
6.1644,0.009105,0.002043
6.1644,0.009191,0.002143
6.1644,0.009197,0.002141
6.1644,0.009198,0.002141
6.1644,0.009111,0.002041
6.1644,0.009107,0.002042
6.1644,0.009102,0.002043
6.1644,0.009109,0.002042
6.3246,0.008847,0.002012
6.3246,0.008848,0.002012
6.3246,0.008853,0.002011
6.3246,0.008847,0.002012
6.3246,0.008855,0.002011
6.3246,0.008848,0.002012
6.3246,0.008848,0.002012
6.3246,0.008847,0.002012
6.3246,0.008855,0.002011
6.3246,0.008848,0.002012
6.3246,0.008848,0.002012
6.3246,0.008853,0.002011
6.3246,0.008853,0.002011
6.3246,0.008855,0.002011
6.3246,0.008847,0.002012
6.3246,0.008848,0.002012
6.3246,0.008847,0.002012
6.3246,0.008855,0.002011
6.3246,0.008853,0.002011
6.3246,0.008855,0.002011
6.3246,0.008853,0.002011
6.3246,0.008855,0.002011
6.3246,0.008847,0.002012
6.3246,0.008853,0.002011
6.4031,0.008645,0.001902
6.4031,0.008684,0.001950
6.4031,0.008683,0.001950
6.4031,0.008682,0.001950
6.4031,0.008684,0.001950
6.4031,0.008605,0.001866
6.4031,0.008645,0.001902
6.4031,0.008688,0.001949
6.4031,0.008690,0.001949
6.4031,0.008689,0.001949
6.4031,0.008681,0.001950
6.4031,0.008604,0.001866
6.4031,0.008637,0.001904
6.4031,0.008689,0.001949
6.4031,0.008682,0.001950
6.4031,0.008688,0.001949
6.4031,0.008681,0.001950
6.4031,0.008690,0.001949
6.4031,0.008608,0.001865
6.4031,0.008611,0.001865
6.4031,0.008682,0.001950
6.4031,0.008681,0.001950
6.4031,0.008688,0.001949
6.4031,0.008683,0.001950
6.4031,0.008681,0.001950
6.4031,0.008683,0.001950
6.4031,0.008607,0.001865
6.4031,0.008684,0.001950
6.4031,0.008684,0.001950
6.4031,0.008689,0.001949
6.4031,0.008640,0.001903
6.4031,0.008683,0.001950
6.4031,0.008688,0.001949
6.4031,0.008683,0.001950
6.4031,0.008607,0.001865
6.4031,0.008601,0.001866
6.4031,0.008688,0.001949
6.4031,0.008682,0.001950
6.4031,0.008605,0.001866
6.4031,0.008688,0.001949
6.4031,0.008688,0.001949
6.4031,0.008682,0.001950
6.4031,0.008637,0.001904
6.4031,0.008641,0.001903
6.4031,0.008688,0.001949
6.4031,0.008604,0.001866
6.4031,0.008689,0.001949
6.4031,0.008684,0.001950
6.4031,0.008607,0.001865
6.4031,0.008641,0.001903
6.4031,0.008604,0.001866
6.4031,0.008690,0.001949
6.4031,0.008605,0.001866
6.4031,0.008601,0.001866
6.4031,0.008637,0.001904
6.4031,0.008684,0.001950
6.4031,0.008640,0.001903
6.4031,0.008605,0.001866
6.4031,0.008682,0.001950
6.4031,0.008681,0.001950
6.4031,0.008637,0.001904
6.4031,0.008601,0.001866
6.4031,0.008640,0.001903
6.4031,0.008637,0.001904
6.4031,0.008641,0.001903
6.4031,0.008690,0.001949
6.4031,0.008683,0.001950
6.4031,0.008640,0.001903
6.4031,0.008637,0.001904
6.4031,0.008607,0.001865
6.4031,0.008681,0.001950
6.4031,0.008641,0.001903
6.4031,0.008645,0.001902
6.4031,0.008641,0.001903
6.4031,0.008688,0.001949
6.4031,0.008645,0.001902
6.4031,0.008641,0.001903
6.4031,0.008690,0.001949
6.4031,0.008689,0.001949
6.4031,0.008690,0.001949
6.4031,0.008605,0.001866
6.4031,0.008640,0.001903
6.4031,0.008608,0.001865
6.4031,0.008607,0.001865
6.4031,0.008607,0.001865
6.4031,0.008608,0.001865
6.4031,0.008645,0.001902
6.4031,0.008611,0.001865
6.4031,0.008689,0.001949
6.4031,0.008688,0.001949
6.4031,0.008640,0.001903
6.4031,0.008611,0.001865
6.4031,0.008688,0.001949
6.4031,0.008645,0.001902
6.4031,0.008605,0.001866
6.4031,0.008688,0.001949
6.4807,0.008495,0.001850
6.4807,0.008491,0.001851
6.4807,0.008495,0.001850
6.4807,0.008492,0.001850
6.4807,0.008490,0.001851
6.4807,0.008491,0.001851
6.4807,0.008495,0.001850
6.4807,0.008495,0.001850
6.4807,0.008495,0.001850
6.4807,0.008487,0.001851
6.4807,0.008486,0.001851
6.4807,0.008490,0.001851
6.4807,0.008495,0.001850
6.4807,0.008491,0.001850
6.4807,0.008490,0.001851
6.4807,0.008486,0.001851
6.4807,0.008491,0.001850
6.4807,0.008491,0.001850
6.4807,0.008486,0.001851
6.4807,0.008490,0.001851
6.4807,0.008492,0.001850
6.4807,0.008490,0.001851
6.4807,0.008491,0.001851
6.4807,0.008486,0.001851
6.4807,0.008495,0.001850
6.4807,0.008487,0.001851
6.4807,0.008495,0.001850
6.4807,0.008491,0.001850
6.4807,0.008492,0.001850
6.4807,0.008491,0.001851
6.4807,0.008492,0.001850
6.4807,0.008487,0.001851
6.4807,0.008495,0.001850
6.4807,0.008486,0.001851
6.4807,0.008486,0.001851
6.4807,0.008491,0.001851
6.4807,0.008487,0.001851
6.4807,0.008492,0.001850
6.4807,0.008487,0.001851
6.4807,0.008487,0.001851
6.4807,0.008491,0.001851
6.4807,0.008490,0.001851
6.4807,0.008495,0.001850
6.4807,0.008491,0.001850
6.4807,0.008492,0.001850
6.4807,0.008491,0.001850
6.4807,0.008495,0.001850
6.4807,0.008495,0.001850
6.5574,0.008335,0.001790
6.5574,0.008338,0.001790
6.5574,0.008335,0.001790
6.5574,0.008330,0.001791
6.5574,0.008330,0.001791
6.5574,0.008333,0.001790
6.5574,0.008330,0.001791
6.5574,0.008333,0.001790
6.5574,0.008328,0.001791
6.5574,0.008338,0.001790
6.5574,0.008330,0.001791
6.5574,0.008335,0.001790
6.5574,0.008333,0.001790
6.5574,0.008328,0.001791
6.5574,0.008328,0.001791
6.5574,0.008330,0.001791
6.5574,0.008330,0.001791
6.5574,0.008333,0.001790
6.5574,0.008333,0.001790
6.5574,0.008338,0.001790
6.5574,0.008335,0.001790
6.5574,0.008335,0.001790
6.5574,0.008335,0.001790
6.5574,0.008333,0.001790
6.6332,0.008245,0.001792
6.6332,0.008245,0.001792
6.6332,0.008247,0.001792
6.6332,0.008241,0.001793
6.6332,0.008243,0.001793
6.6332,0.008239,0.001794
6.6332,0.008245,0.001792
6.6332,0.008247,0.001792
6.6332,0.008241,0.001793
6.6332,0.008239,0.001794
6.6332,0.008247,0.001792
6.6332,0.008241,0.001793
6.6332,0.008237,0.001794
6.6332,0.008243,0.001793
6.6332,0.008239,0.001794
6.6332,0.008239,0.001794
6.6332,0.008245,0.001792
6.6332,0.008245,0.001792
6.6332,0.008239,0.001794
6.6332,0.008237,0.001794
6.6332,0.008237,0.001794
6.6332,0.008243,0.001793
6.6332,0.008239,0.001794
6.6332,0.008245,0.001792
6.7082,0.008113,0.001754
6.7082,0.008111,0.001754
6.7082,0.008069,0.001715
6.7082,0.008107,0.001755
6.7082,0.008073,0.001714
6.7082,0.008107,0.001755
6.7082,0.008065,0.001715
6.7082,0.008073,0.001714
6.7082,0.008105,0.001756
6.7082,0.008113,0.001754
6.7082,0.008067,0.001715
6.7082,0.008107,0.001755
6.7082,0.008105,0.001756
6.7082,0.008070,0.001715
6.7082,0.008070,0.001715
6.7082,0.008069,0.001715
6.7082,0.008069,0.001715
6.7082,0.008065,0.001715
6.7082,0.008071,0.001714
6.7082,0.008075,0.001714
6.7082,0.008111,0.001754
6.7082,0.008105,0.001756
6.7082,0.008111,0.001754
6.7082,0.008073,0.001714
6.7082,0.008070,0.001715
6.7082,0.008069,0.001715
6.7082,0.008075,0.001714
6.7082,0.008111,0.001754
6.7082,0.008073,0.001714
6.7082,0.008107,0.001755
6.7082,0.008075,0.001714
6.7082,0.008113,0.001754
6.7082,0.008111,0.001754
6.7082,0.008070,0.001715
6.7082,0.008065,0.001715
6.7082,0.008075,0.001714
6.7082,0.008065,0.001715
6.7082,0.008069,0.001715
6.7082,0.008065,0.001715
6.7082,0.008070,0.001715
6.7082,0.008071,0.001714
6.7082,0.008065,0.001715
6.7082,0.008111,0.001754
6.7082,0.008113,0.001754
6.7082,0.008067,0.001715
6.7082,0.008107,0.001755
6.7082,0.008073,0.001714
6.7082,0.008113,0.001754
6.7082,0.008105,0.001756
6.7082,0.008071,0.001714
6.7082,0.008067,0.001715
6.7082,0.008075,0.001714
6.7082,0.008067,0.001715
6.7082,0.008070,0.001715
6.7082,0.008070,0.001715
6.7082,0.008105,0.001756
6.7082,0.008067,0.001715
6.7082,0.008070,0.001715
6.7082,0.008107,0.001755
6.7082,0.008070,0.001715
6.7082,0.008069,0.001715
6.7082,0.008071,0.001714
6.7082,0.008075,0.001714
6.7082,0.008071,0.001714
6.7082,0.008113,0.001754
6.7082,0.008073,0.001714
6.7082,0.008070,0.001715
6.7082,0.008070,0.001715
6.7082,0.008070,0.001715
6.7082,0.008067,0.001715
6.7082,0.008071,0.001714
6.7082,0.008105,0.001756
6.7823,0.007973,0.001710
6.7823,0.007980,0.001709
6.7823,0.007981,0.001709
6.7823,0.007982,0.001709
6.7823,0.007979,0.001709
6.7823,0.007981,0.001709
6.7823,0.007973,0.001710
6.7823,0.007976,0.001710
6.7823,0.007982,0.001709
6.7823,0.007981,0.001709
6.7823,0.007975,0.001710
6.7823,0.007973,0.001710
6.7823,0.007973,0.001710
6.7823,0.007980,0.001709
6.7823,0.007973,0.001710
6.7823,0.007976,0.001710
6.7823,0.007973,0.001710
6.7823,0.007979,0.001709
6.7823,0.007975,0.001710
6.7823,0.007979,0.001709
6.7823,0.007980,0.001709
6.7823,0.007973,0.001710
6.7823,0.007973,0.001710
6.7823,0.007973,0.001710
6.7823,0.007973,0.001710
6.7823,0.007982,0.001709
6.7823,0.007979,0.001709
6.7823,0.007982,0.001709
6.7823,0.007975,0.001710
6.7823,0.007980,0.001709
6.7823,0.007979,0.001709
6.7823,0.007976,0.001710
6.7823,0.007982,0.001709
6.7823,0.007973,0.001710
6.7823,0.007981,0.001709
6.7823,0.007976,0.001710
6.7823,0.007975,0.001710
6.7823,0.007981,0.001709
6.7823,0.007982,0.001709
6.7823,0.007980,0.001709
6.7823,0.007973,0.001710
6.7823,0.007975,0.001710
6.7823,0.007980,0.001709
6.7823,0.007975,0.001710
6.7823,0.007976,0.001710
6.7823,0.007976,0.001710
6.7823,0.007981,0.001709
6.7823,0.007979,0.001709
6.9282,0.007693,0.001590
6.9282,0.007682,0.001592
6.9282,0.007686,0.001591
6.9282,0.007689,0.001591
6.9282,0.007686,0.001591
6.9282,0.007689,0.001591
6.9282,0.007686,0.001591
6.9282,0.007689,0.001591
7.0000,0.007666,0.001662
7.0000,0.007604,0.001591
7.0000,0.007674,0.001660
7.0000,0.007674,0.001660
7.0000,0.007602,0.001591
7.0000,0.007608,0.001590
7.0000,0.007604,0.001591
7.0000,0.007610,0.001590
7.0000,0.007602,0.001591
7.0000,0.007610,0.001590
7.0000,0.007608,0.001590
7.0000,0.007610,0.001590
7.0000,0.007606,0.001591
7.0000,0.007602,0.001591
7.0000,0.007600,0.001592
7.0000,0.007602,0.001591
7.0000,0.007602,0.001591
7.0000,0.007600,0.001592
7.0000,0.007608,0.001590
7.0000,0.007606,0.001591
7.0000,0.007604,0.001591
7.0000,0.007674,0.001660
7.0000,0.007608,0.001590
7.0000,0.007604,0.001591
7.0000,0.007602,0.001591
7.0000,0.007610,0.001590
7.0000,0.007606,0.001591
7.0000,0.007600,0.001592
7.0000,0.007610,0.001590
7.0000,0.007608,0.001590
7.0000,0.007602,0.001591
7.0000,0.007600,0.001592
7.0000,0.007602,0.001591
7.0000,0.007608,0.001590
7.0000,0.007608,0.001590
7.0000,0.007604,0.001591
7.0000,0.007608,0.001590
7.0000,0.007602,0.001591
7.0000,0.007604,0.001591
7.0000,0.007608,0.001590
7.0000,0.007608,0.001590
7.0000,0.007606,0.001591
7.0000,0.007606,0.001591
7.0000,0.007666,0.001662
7.0000,0.007602,0.001591
7.0000,0.007600,0.001592
7.0000,0.007608,0.001590
7.0000,0.007610,0.001590
7.0000,0.007602,0.001591
7.0000,0.007666,0.001662
7.0000,0.007602,0.001591
7.0000,0.007600,0.001592
7.0000,0.007608,0.001590
7.0000,0.007606,0.001591
7.0711,0.007487,0.001552
7.0711,0.007468,0.001533
7.0711,0.007471,0.001533
7.0711,0.007472,0.001533
7.0711,0.007548,0.001618
7.0711,0.007474,0.001533
7.0711,0.007556,0.001617
7.0711,0.007467,0.001534
7.0711,0.007469,0.001533
7.0711,0.007472,0.001533
7.0711,0.007556,0.001617
7.0711,0.007472,0.001533
7.0711,0.007474,0.001533
7.0711,0.007468,0.001533
7.0711,0.007471,0.001533
7.0711,0.007548,0.001618
7.0711,0.007548,0.001618
7.0711,0.007547,0.001618
7.0711,0.007467,0.001534
7.0711,0.007468,0.001533
7.0711,0.007555,0.001617
7.0711,0.007468,0.001533
7.0711,0.007556,0.001617
7.0711,0.007467,0.001534
7.0711,0.007464,0.001534
7.0711,0.007472,0.001533
7.0711,0.007468,0.001533
7.0711,0.007556,0.001617
7.0711,0.007555,0.001617
7.0711,0.007555,0.001617
7.0711,0.007547,0.001618
7.0711,0.007472,0.001533
7.0711,0.007466,0.001534
7.0711,0.007469,0.001533
7.0711,0.007466,0.001534
7.0711,0.007487,0.001552
7.0711,0.007547,0.001618
7.0711,0.007555,0.001617
7.0711,0.007471,0.001533
7.0711,0.007464,0.001534
7.0711,0.007466,0.001534
7.0711,0.007487,0.001552
7.0711,0.007482,0.001552
7.0711,0.007469,0.001533
7.0711,0.007467,0.001534
7.0711,0.007464,0.001534
7.0711,0.007466,0.001534
7.0711,0.007547,0.001618
7.0711,0.007466,0.001534
7.0711,0.007467,0.001534
7.0711,0.007548,0.001618
7.0711,0.007547,0.001618
7.0711,0.007474,0.001533
7.0711,0.007471,0.001533
7.0711,0.007474,0.001533
7.0711,0.007474,0.001533
7.0711,0.007468,0.001533
7.0711,0.007469,0.001533
7.0711,0.007487,0.001552
7.0711,0.007492,0.001551
7.0711,0.007487,0.001552
7.0711,0.007555,0.001617
7.0711,0.007556,0.001617
7.0711,0.007471,0.001533
7.0711,0.007466,0.001534
7.0711,0.007492,0.001551
7.0711,0.007556,0.001617
7.0711,0.007471,0.001533
7.0711,0.007472,0.001533
7.0711,0.007464,0.001534
7.0711,0.007482,0.001552
7.0711,0.007487,0.001552
7.0711,0.007464,0.001534
7.0711,0.007482,0.001552
7.0711,0.007548,0.001618
7.0711,0.007469,0.001533
7.0711,0.007547,0.001618
7.0711,0.007469,0.001533
7.0711,0.007467,0.001534
7.0711,0.007492,0.001551
7.0711,0.007464,0.001534
7.0711,0.007555,0.001617
7.0711,0.007548,0.001618
7.0711,0.007474,0.001533
7.1414,0.007437,0.001576
7.1414,0.007437,0.001576
7.1414,0.007437,0.001576
7.1414,0.007436,0.001576
7.1414,0.007374,0.001517
7.1414,0.007373,0.001518
7.1414,0.007437,0.001576
7.1414,0.007437,0.001576
7.1414,0.007430,0.001578
7.1414,0.007374,0.001517
7.1414,0.007429,0.001578
7.1414,0.007378,0.001517
7.1414,0.007374,0.001517
7.1414,0.007378,0.001517
7.1414,0.007369,0.001518
7.1414,0.007373,0.001518
7.1414,0.007374,0.001517
7.1414,0.007378,0.001517
7.1414,0.007378,0.001517
7.1414,0.007369,0.001518
7.1414,0.007437,0.001576
7.1414,0.007436,0.001576
7.1414,0.007378,0.001517
7.1414,0.007373,0.001518
7.1414,0.007429,0.001578
7.1414,0.007374,0.001517
7.1414,0.007373,0.001518
7.1414,0.007428,0.001578
7.1414,0.007429,0.001578
7.1414,0.007368,0.001518
7.1414,0.007373,0.001518
7.1414,0.007374,0.001517
7.1414,0.007369,0.001518
7.1414,0.007378,0.001517
7.1414,0.007428,0.001578
7.1414,0.007430,0.001578
7.1414,0.007436,0.001576
7.1414,0.007429,0.001578
7.1414,0.007437,0.001576
7.1414,0.007437,0.001576
7.1414,0.007373,0.001518
7.1414,0.007437,0.001576
7.1414,0.007368,0.001518
7.1414,0.007368,0.001518
7.1414,0.007429,0.001578
7.1414,0.007429,0.001578
7.1414,0.007428,0.001578
7.1414,0.007430,0.001578
7.2111,0.007286,0.001498
7.2111,0.007277,0.001500
7.2111,0.007283,0.001499
7.2111,0.007283,0.001499
7.2111,0.007277,0.001500
7.2111,0.007280,0.001499
7.2111,0.007283,0.001499
7.2111,0.007286,0.001498
7.2111,0.007283,0.001499
7.2111,0.007286,0.001498
7.2111,0.007280,0.001499
7.2111,0.007280,0.001499
7.2111,0.007286,0.001498
7.2111,0.007280,0.001499
7.2111,0.007277,0.001500
7.2111,0.007286,0.001498
7.2111,0.007283,0.001499
7.2111,0.007280,0.001499
7.2111,0.007286,0.001498
7.2111,0.007280,0.001499
7.2111,0.007277,0.001500
7.2111,0.007277,0.001500
7.2111,0.007277,0.001500
7.2111,0.007283,0.001499
7.2801,0.007179,0.001466
7.2801,0.007210,0.001506
7.2801,0.007173,0.001467
7.2801,0.007209,0.001506
7.2801,0.007169,0.001468
7.2801,0.007210,0.001506
7.2801,0.007179,0.001466
7.2801,0.007179,0.001466
7.2801,0.007173,0.001467
7.2801,0.007210,0.001506
7.2801,0.007218,0.001505
7.2801,0.007170,0.001467
7.2801,0.007179,0.001466
7.2801,0.007218,0.001505
7.2801,0.007173,0.001467
7.2801,0.007216,0.001505
7.2801,0.007210,0.001506
7.2801,0.007169,0.001468
7.2801,0.007218,0.001505
7.2801,0.007173,0.001467
7.2801,0.007216,0.001505
7.2801,0.007170,0.001467
7.2801,0.007210,0.001506
7.2801,0.007173,0.001467
7.2801,0.007169,0.001468
7.2801,0.007209,0.001506
7.2801,0.007209,0.001506
7.2801,0.007218,0.001505
7.2801,0.007175,0.001467
7.2801,0.007218,0.001505
7.2801,0.007209,0.001506
7.2801,0.007173,0.001467
7.2801,0.007216,0.001505
7.2801,0.007175,0.001467
7.2801,0.007179,0.001466
7.2801,0.007175,0.001467
7.2801,0.007175,0.001467
7.2801,0.007216,0.001505
7.2801,0.007210,0.001506
7.2801,0.007170,0.001467
7.2801,0.007175,0.001467
7.2801,0.007209,0.001506
7.2801,0.007173,0.001467
7.2801,0.007179,0.001466
7.2801,0.007173,0.001467
7.2801,0.007176,0.001466
7.2801,0.007173,0.001467
7.2801,0.007216,0.001505
7.2801,0.007170,0.001467
7.2801,0.007173,0.001467
7.2801,0.007170,0.001467
7.2801,0.007175,0.001467
7.2801,0.007176,0.001466
7.2801,0.007176,0.001466
7.2801,0.007179,0.001466
7.2801,0.007176,0.001466
7.2801,0.007218,0.001505
7.2801,0.007179,0.001466
7.2801,0.007169,0.001468
7.2801,0.007176,0.001466
7.2801,0.007209,0.001506
7.2801,0.007179,0.001466
7.2801,0.007179,0.001466
7.2801,0.007173,0.001467
7.2801,0.007176,0.001466
7.2801,0.007169,0.001468
7.2801,0.007216,0.001505
7.2801,0.007170,0.001467
7.2801,0.007169,0.001468
7.2801,0.007179,0.001466
7.2801,0.007179,0.001466
7.2801,0.007173,0.001467
7.3485,0.007072,0.001430
7.3485,0.007114,0.001471
7.3485,0.007114,0.001471
7.3485,0.007114,0.001471
7.3485,0.007113,0.001471
7.3485,0.007115,0.001470
7.3485,0.007057,0.001426
7.3485,0.007113,0.001471
7.3485,0.007069,0.001431
7.3485,0.007061,0.001425
7.3485,0.007113,0.001471
7.3485,0.007066,0.001431
7.3485,0.007068,0.001431
7.3485,0.007107,0.001472
7.3485,0.007113,0.001471
7.3485,0.007115,0.001470
7.3485,0.007068,0.001431
7.3485,0.007074,0.001430
7.3485,0.007106,0.001472
7.3485,0.007063,0.001425
7.3485,0.007072,0.001430
7.3485,0.007074,0.001430
7.3485,0.007106,0.001472
7.3485,0.007107,0.001472
7.3485,0.007107,0.001472
7.3485,0.007066,0.001431
7.3485,0.007063,0.001432
7.3485,0.007066,0.001424
7.3485,0.007066,0.001431
7.3485,0.007063,0.001425
7.3485,0.007063,0.001432
7.3485,0.007067,0.001424
7.3485,0.007114,0.001471
7.3485,0.007115,0.001470
7.3485,0.007106,0.001472
7.3485,0.007115,0.001470
7.3485,0.007058,0.001426
7.3485,0.007057,0.001426
7.3485,0.007107,0.001472
7.3485,0.007107,0.001472
7.3485,0.007067,0.001424
7.3485,0.007115,0.001470
7.3485,0.007066,0.001424
7.3485,0.007114,0.001471
7.3485,0.007069,0.001431
7.3485,0.007107,0.001472
7.3485,0.007067,0.001424
7.3485,0.007063,0.001425
7.3485,0.007061,0.001425
7.3485,0.007066,0.001431
7.3485,0.007063,0.001432
7.3485,0.007061,0.001425
7.3485,0.007072,0.001430
7.3485,0.007072,0.001430
7.3485,0.007066,0.001431
7.3485,0.007063,0.001425
7.3485,0.007074,0.001430
7.3485,0.007107,0.001472
7.3485,0.007063,0.001425
7.3485,0.007057,0.001426
7.3485,0.007061,0.001425
7.3485,0.007072,0.001430
7.3485,0.007058,0.001426
7.3485,0.007105,0.001472
7.3485,0.007058,0.001426
7.3485,0.007107,0.001472
7.3485,0.007105,0.001472
7.3485,0.007063,0.001425
7.3485,0.007061,0.001425
7.3485,0.007106,0.001472
7.3485,0.007107,0.001472
7.3485,0.007105,0.001472
7.3485,0.007113,0.001471
7.3485,0.007113,0.001471
7.3485,0.007066,0.001424
7.3485,0.007106,0.001472
7.3485,0.007113,0.001471
7.3485,0.007061,0.001425
7.3485,0.007107,0.001472
7.3485,0.007105,0.001472
7.3485,0.007069,0.001431
7.3485,0.007068,0.001431
7.3485,0.007066,0.001431
7.3485,0.007113,0.001471
7.3485,0.007107,0.001472
7.3485,0.007113,0.001471
7.3485,0.007107,0.001472
7.3485,0.007113,0.001471
7.3485,0.007113,0.001471
7.3485,0.007113,0.001471
7.3485,0.007072,0.001430
7.3485,0.007115,0.001470
7.3485,0.007106,0.001472
7.3485,0.007105,0.001472
7.3485,0.007105,0.001472
7.3485,0.007114,0.001471
7.4833,0.006877,0.001380
7.4833,0.006879,0.001380
7.4833,0.006883,0.001379
7.4833,0.006880,0.001379
7.4833,0.006875,0.001380
7.4833,0.006875,0.001380
7.4833,0.006885,0.001379
7.4833,0.006881,0.001379
7.4833,0.006880,0.001379
7.4833,0.006885,0.001379
7.4833,0.006874,0.001380
7.4833,0.006874,0.001380
7.4833,0.006879,0.001380
7.4833,0.006883,0.001379
7.4833,0.006874,0.001380
7.4833,0.006880,0.001379
7.4833,0.006883,0.001379
7.4833,0.006877,0.001380
7.4833,0.006875,0.001380
7.4833,0.006877,0.001380
7.4833,0.006879,0.001380
7.4833,0.006879,0.001380
7.4833,0.006875,0.001380
7.4833,0.006877,0.001380
7.4833,0.006885,0.001379
7.4833,0.006881,0.001379
7.4833,0.006881,0.001379
7.4833,0.006875,0.001380
7.4833,0.006881,0.001379
7.4833,0.006881,0.001379
7.4833,0.006874,0.001380
7.4833,0.006883,0.001379
7.4833,0.006877,0.001380
7.4833,0.006885,0.001379
7.4833,0.006877,0.001380
7.4833,0.006883,0.001379
7.4833,0.006885,0.001379
7.4833,0.006880,0.001379
7.4833,0.006880,0.001379
7.4833,0.006879,0.001380
7.4833,0.006880,0.001379
7.4833,0.006874,0.001380
7.4833,0.006881,0.001379
7.4833,0.006883,0.001379
7.4833,0.006879,0.001380
7.4833,0.006874,0.001380
7.4833,0.006875,0.001380
7.4833,0.006885,0.001379
7.5498,0.006771,0.001339
7.5498,0.006770,0.001339
7.5498,0.006771,0.001339
7.5498,0.006809,0.001381
7.5498,0.006767,0.001340
7.5498,0.006808,0.001382
7.5498,0.006817,0.001380
7.5498,0.006768,0.001340
7.5498,0.006775,0.001339
7.5498,0.006809,0.001381
7.5498,0.006811,0.001381
7.5498,0.006768,0.001340
7.5498,0.006767,0.001340
7.5498,0.006815,0.001380
7.5498,0.006817,0.001380
7.5498,0.006771,0.001339
7.5498,0.006771,0.001339
7.5498,0.006817,0.001380
7.5498,0.006817,0.001380
7.5498,0.006811,0.001381
7.5498,0.006811,0.001381
7.5498,0.006819,0.001380
7.5498,0.006809,0.001381
7.5498,0.006809,0.001381
7.5498,0.006809,0.001381
7.5498,0.006815,0.001380
7.5498,0.006775,0.001339
7.5498,0.006815,0.001380
7.5498,0.006771,0.001339
7.5498,0.006771,0.001339
7.5498,0.006767,0.001340
7.5498,0.006819,0.001380
7.5498,0.006817,0.001380
7.5498,0.006767,0.001340
7.5498,0.006808,0.001382
7.5498,0.006763,0.001340
7.5498,0.006763,0.001340
7.5498,0.006808,0.001382
7.5498,0.006767,0.001340
7.5498,0.006809,0.001381
7.5498,0.006763,0.001340
7.5498,0.006775,0.001339
7.5498,0.006768,0.001340
7.5498,0.006770,0.001339
7.5498,0.006770,0.001339
7.5498,0.006817,0.001380
7.5498,0.006767,0.001340
7.5498,0.006819,0.001380
7.6158,0.006727,0.001355
7.6158,0.006727,0.001355
7.6158,0.006722,0.001356
7.6158,0.006722,0.001356
7.6158,0.006720,0.001357
7.6158,0.006722,0.001356
7.6158,0.006730,0.001355
7.6158,0.006730,0.001355
7.6158,0.006727,0.001355
7.6158,0.006722,0.001356
7.6158,0.006730,0.001355
7.6158,0.006730,0.001355
7.6158,0.006722,0.001356
7.6158,0.006720,0.001357
7.6158,0.006727,0.001355
7.6158,0.006727,0.001355
7.6158,0.006720,0.001357
7.6158,0.006730,0.001355
7.6158,0.006720,0.001357
7.6158,0.006720,0.001357
7.6158,0.006730,0.001355
7.6158,0.006727,0.001355
7.6158,0.006720,0.001357
7.6158,0.006722,0.001356
7.6811,0.006628,0.001330
7.6811,0.006630,0.001330
7.6811,0.006635,0.001329
7.6811,0.006638,0.001328
7.6811,0.006636,0.001328
7.6811,0.006597,0.001297
7.6811,0.006627,0.001330
7.6811,0.006635,0.001329
7.6811,0.006637,0.001328
7.6811,0.006638,0.001328
7.6811,0.006601,0.001296
7.6811,0.006597,0.001297
7.6811,0.006597,0.001297
7.6811,0.006599,0.001297
7.6811,0.006630,0.001330
7.6811,0.006637,0.001328
7.6811,0.006592,0.001297
7.6811,0.006636,0.001328
7.6811,0.006597,0.001297
7.6811,0.006636,0.001328
7.6811,0.006635,0.001329
7.6811,0.006627,0.001330
7.6811,0.006595,0.001297
7.6811,0.006627,0.001330
7.6811,0.006599,0.001297
7.6811,0.006601,0.001296
7.6811,0.006630,0.001330
7.6811,0.006630,0.001330
7.6811,0.006638,0.001328
7.6811,0.006638,0.001328
7.6811,0.006630,0.001330
7.6811,0.006604,0.001296
7.6811,0.006630,0.001330
7.6811,0.006630,0.001330
